,video,description
0,mixkit-glazed-donut-with-cookie-chunks-40825.mp4,Donut with cookie pieces on the frosting is left on a plate with a bite.
0,mixkit-peanut-butter-donuts-40821.mp4,"Some donuts with peanut butter and peanut on a wooden surface, while one is finished in several cuts."
0,mixkit-inside-view-of-a-fridge-when-a-man-takes-a-40525.mp4,POV inside a refrigerator while a man opens the door and takes a lettuce among the vegetables.
0,mixkit-slowly-rotating-meat-of-various-kinds-38777.mp4,Slowly rotating meat of various kinds
0,mixkit-different-types-of-meat-on-a-table-on-black-background-38775.mp4,Different types of meat on a table on black background
0,mixkit-close-shot-of-a-couple-of-tacos-on-a-plate-38773.mp4,Close shot of a couple of tacos on a plate
0,mixkit-spreading-hazelnut-cream-on-white-bread-3798.mp4,A person smears chocolate or hazelnut cream on white bread that is on a white plate next to two strawberries and bananas.
0,mixkit-family-at-a-donut-stand-after-ice-skating-36662.mp4,Family at a donut stand after ice skating
0,mixkit-cook-scooping-cheese-balls-close-up-shot-36494.mp4,"Cook scooping cheese balls, close up shot"
0,mixkit-hands-of-a-person-chopping-carrots-on-a-board-36238.mp4,Hands of a person chopping carrots on a board
0,mixkit-orange-halves-spinning-with-a-white-background-36221.mp4,Orange halves spinning with a white background
0,mixkit-splitting-a-walnut-with-a-hammer-36189.mp4,Splitting a walnut with a hammer
0,mixkit-close-up-shot-of-a-person-eating-salad-with-a-35795.mp4,Close up shot of a person eating salad with a fork
0,mixkit-chef-making-a-vegetable-salad-35443.mp4,Chef making a vegetable salad
0,mixkit-burger-and-a-sliced-pear-on-a-plate-3540.mp4,"Burger with roasted sesame seeds and a sliced pear on a white plate, top view."
0,mixkit-french-fries-with-ketchup-3539.mp4,"French fries with ketchup, closely watched."
0,mixkit-boiling-potatoes-in-a-pot-34673.mp4,Boiling potatoes in a pot
0,mixkit-baked-potatoes-close-up-34590.mp4,"Baked potatoes, close up"
0,mixkit-fish-worker-putting-on-a-display-34234.mp4,Fish worker putting on a display
0,mixkit-plate-of-nuts-for-diet-33146.mp4,Plate of nuts for diet
0,mixkit-housewife-peeling-an-apple-with-a-knife-33112.mp4,Housewife peeling an apple with a knife
0,mixkit-large-casserole-cooking-rice-32598.mp4,Large casserole cooking rice
0,mixkit-cooking-sausages-in-an-industrial-machine-32576.mp4,Cooking sausages in an industrial machine
0,mixkit-grilled-meat-and-vegetable-street-shop-32558.mp4,Grilled meat and vegetable street shop
0,mixkit-preparing-chicken-meat-in-fillets-32514.mp4,Preparing chicken meat in fillets
0,mixkit-frying-meat-in-a-frying-pan-with-oil-32512.mp4,Frying meat in a frying pan with oil
0,mixkit-raw-fresh-meat-in-a-supermarket-32472.mp4,Raw fresh meat in a supermarket
0,mixkit-person-scratching-carrots-to-make-a-salad-32439.mp4,Person scratching carrots to make a salad
0,mixkit-decorated-sushi-on-a-plastic-tray-32403.mp4,Decorated sushi on a plastic tray
0,mixkit-variety-of-fruits-in-the-market-32393.mp4,Variety of fruits in the market
0,mixkit-variety-of-fresh-fish-in-the-market-32391.mp4,Variety of fresh fish in the market
0,mixkit-sausage-chess-with-price-tags-ready-to-sale-32383.mp4,Sausage chess with price tags ready to sale
0,mixkit-fresh-fish-on-ice-trays-ready-for-sale-32280.mp4,Fresh fish on ice trays ready for sale
0,mixkit-fruits-with-price-tags-in-the-supermarket-trays-31969.mp4,Fruits with price tags in the supermarket trays
0,mixkit-fresh-fish-ready-for-sale-in-the-market-31955.mp4,Fresh fish ready for sale in the market
0,mixkit-closeup-to-vegan-looking-food-3086.mp4,"Closeup to vegan-looking food dish with various yellow ingredients, onions and decorative green leaves"
0,mixkit-vegan-looking-food-on-a-plate-3085.mp4,"Vegan-looking meal with various yellow vegetables, onions and green leaves on a blue plate"
0,mixkit-almonds-on-a-plate-rotating-30836.mp4,Almonds on a plate rotating
0,mixkit-smoked-chicken-wings-falling-in-slow-motion-30817.mp4,Smoked chicken wings falling in slow motion
0,mixkit-onion-slices-falling-into-the-pan-in-slow-motion-30813.mp4,Onion slices falling into the pan in slow motion
0,mixkit-cookies-falling-into-a-mirror-surface-30809.mp4,Cookies falling into a mirror surface
0,mixkit-close-up-shot-of-walnuts-in-the-shell-30778.mp4,Close-up shot of walnuts in the shell
0,mixkit-barley-grains-on-a-natural-fabric-30777.mp4,Barley grains on a natural fabric
0,mixkit-walnuts-close-up-rotating-30753.mp4,Walnuts close up rotating
0,mixkit-chef-seasoning-a-piece-of-meat-29930.mp4,Chef seasoning a piece of meat
0,mixkit-pork-chops-with-mushrooms-in-a-restaurant-29923.mp4,Pork chops with mushrooms in a restaurant
0,mixkit-pie-with-lemon-decorations-29437.mp4,Pie with lemon decorations
0,mixkit-different-pizza-types-in-a-row-29323.mp4,Different pizza types in a row
0,mixkit-pizza-with-heavy-seasoning-29314.mp4,Pizza with heavy seasoning
0,mixkit-pizza-coming-into-focus-29310.mp4,Pizza coming into focus
0,mixkit-heart-shaped-valentines-donuts-28414.mp4,Heart shaped valentines donuts
0,mixkit-eating-a-meal-on-an-aircraft-28140.mp4,Eating a meal on an aircraft
0,mixkit-healthy-yogurt-with-berries-2701.mp4,Close up shot of a healthy yogurt with berries in a glass bottle.
0,mixkit-smashed-avocado-toast-2694.mp4,A person smears guacamole on toast on a chopping board with a fork to make smashed avocado toast.
0,mixkit-smiley-face-breakfast-2693.mp4,A person places an egg and avocado toast on a white plate to create a smiling face breakfast.
0,mixkit-pouring-honey-on-bread-2690.mp4,Pouring honey onto bread that's on a white plate.
0,mixkit-cutting-french-bread-2689.mp4,Cutting French bread with honey with a knife and fork.
0,mixkit-cooking-french-toast-with-banana-2688.mp4,"A person cuts the edges of a slice of bread on a board, cuts a banana, pours eggs into a bowl and mixes them and bathes the rolled bread slice, fries it in a pan and then serves it on a plate and pours honey over dessert."
0,mixkit-woman-slicing-a-small-onion-with-a-knife-26660.mp4,Woman slicing a small onion with a knife
0,mixkit-blue-cheese-on-a-wooden-board-26641.mp4,Blue cheese on a wooden board
0,mixkit-luxury-grilled-duck-dish-26613.mp4,Luxury grilled duck dish
0,mixkit-crab-sandwiches-on-a-wooden-board-26611.mp4,Crab sandwiches on a wooden board
0,mixkit-apples-washed-and-ready-for-eating-26360.mp4,Apples washed and ready for eating
0,mixkit-boiling-pasta-in-a-large-pan-26344.mp4,Boiling pasta in a large pan
0,mixkit-having-traditional-korean-food-for-dinner-26256.mp4,Having traditional Korean food for dinner
0,mixkit-man-watching-tv-while-eating-nuggets-with-dressing-26098.mp4,"Young man sitting on a sofa while eating a nugget to which he puts dressing, while watching television attentively."
0,mixkit-girl-eating-healthy-26095.mp4,"Young woman eating a salad with a sandwich, sitting at a table with her kitchen behind, with a blue placemat."
0,mixkit-woman-prepares-food-following-a-tutorial-24195.mp4,Woman prepares food following a tutorial
0,mixkit-waiter-bringing-the-tea-to-the-customer-24152.mp4,Waiter bringing the tea to the customer
0,mixkit-hamburger-and-french-fries-on-the-table-24107.mp4,Hamburger and french fries on the table
0,mixkit-women-watching-a-recipe-on-a-tablet-device-23768.mp4,Women watching a recipe on a tablet device
0,mixkit-hamburger-and-fries-on-a-tray-23543.mp4,Hamburger and fries on a tray
0,mixkit-tacos-with-beef-and-peppers-22895.mp4,Tacos with beef and peppers
0,mixkit-taking-a-photo-of-oysters-22542.mp4,Taking a photo of Oysters
0,mixkit-mixing-up-a-greek-salad-ready-for-serving-22380.mp4,Mixing up a Greek Salad ready for serving
0,mixkit-friends-sharing-a-fresh-pizza-22319.mp4,Friends sharing a fresh pizza
0,mixkit-young-boy-eating-a-sandwich-22074.mp4,Young boy eating a sandwich
0,mixkit-adding-some-seasoning-22024.mp4,Adding some seasoning
0,mixkit-salad-with-cheese-dressing-21464.mp4,Salad with cheese dressing
0,mixkit-portrait-of-woman-holding-a-healthy-apple-21343.mp4,Portrait of woman holding a healthy apple
0,mixkit-woman-about-to-eat-bakery-21310.mp4,Woman about to eat bakery
0,mixkit-taking-a-slice-of-fresh-pizza-20860.mp4,Taking a slice of fresh pizza
0,mixkit-legumes-in-beautiful-presentation-19545.mp4,Legumes in beautiful presentation
0,mixkit-vegetables-with-an-advertising-concept-on-black-background-19520.mp4,Vegetables with an advertising concept on black background
0,mixkit-preparing-takoyaki-in-a-restaurant-19236.mp4,Preparing Takoyaki in a restaurant
0,mixkit-industrial-production-of-fried-donuts-18749.mp4,Industrial production of fried donuts
0,mixkit-lettuce-leaves-in-a-very-close-shot-18364.mp4,"Green lettuce leaves seen from very close, while taking it, he runs them from bottom to top, revealing their texture, colors and details."
0,mixkit-sugary-cereals-18330.mp4,"Mix of sugary cereals such as colorful donuts and corn flakes, seen up close as they spin quickly."
0,mixkit-lettuce-salad-spinning-in-a-very-close-shot-18327.mp4,"Mixed salad of plain lettuce and oak leaf lettuce, viewed up close as they spin rapidly and gradually slow down."
0,mixkit-beans-cooked-in-water-seen-very-close-18322.mp4,"Water-boiled brown beans seen in detail on a close-up, above-ground tour."
0,mixkit-french-fries-piled-high-while-others-fall-18314.mp4,"Stack of cheese fries seen up close, as more fries begin to fall one by one on a dark background."
0,mixkit-meat-rotating-on-the-grill-17701.mp4,Meat rotating on the grill
0,mixkit-cauliflower-being-washed-17144.mp4,Cauliflower being washed
0,mixkit-broccoli-splashing-onto-a-table-17143.mp4,Broccoli splashing onto a table
0,mixkit-ape-looking-for-food-16962.mp4,Ape looking for food
0,mixkit-lasagna-with-extra-cheese-16373.mp4,Lasagna with extra cheese
0,mixkit-tomatoes-falling-through-water-15966.mp4,Tomatoes falling through water
0,mixkit-milk-poured-on-strawberries-15940.mp4,Milk poured on strawberries
0,mixkit-cutting-up-sausage-15488.mp4,Cutting up sausage
0,mixkit-slicing-a-yellow-pepper-14797.mp4,Slicing a yellow pepper
0,mixkit-unshelled-salted-peanuts-13969.mp4,Unshelled salted peanuts
0,mixkit-closeup-of-vegetarian-pizza-on-wood-table-13289.mp4,Closeup of vegetarian pizza on wood table
0,mixkit-chef-adding-final-touches-to-the-plate-13261.mp4,Chef adding final touches to the plate
0,mixkit-courier-man-in-yellow-uniform-drops-the-pizza-boxes-on-13091.mp4,Courier man in yellow uniform drops the pizza boxes on the street
0,mixkit-courier-man-with-yellow-uniform-opens-a-pizza-box-13090.mp4,Courier man with yellow uniform opens a pizza box
0,mixkit-raw-beans-and-rice-12581.mp4,Raw beans and rice
0,mixkit-rice-with-beans-and-legumes-12574.mp4,Rice with beans and legumes
0,mixkit-man-cooking-is-surprised-by-his-wife-with-a-hug-12165.mp4,"Young man preparing food on a stove with a large bowl, while his partner arrives and hugs him from behind and they smile at each other."
0,mixkit-tomato-sauce-ingredients-12069.mp4,Tomato sauce ingredients
0,mixkit-pouring-oil-on-vegetables-11881.mp4,Pouring oil on vegetables
0,mixkit-steak-and-fresh-salad-11874.mp4,Steak and fresh salad
0,mixkit-moving-towards-a-burger-11758.mp4,Moving towards a burger
0,mixkit-closeup-of-fresh-sushi-11722.mp4,Closeup of fresh Sushi
0,mixkit-glass-bowl-full-of-red-berries-seen-in-detail-10423.mp4,"Glass container full of blackberries, strawberries and plums, on a wooden table, with more fruit around, while the shot goes in detail from one side to the other of the scene."
0,mixkit-green-wheat-moving-with-the-wind-9901.mp4,Green wheat moving with the wind
0,mixkit-mountain-of-recently-cropped-hazelnut-9900.mp4,Mountain of recently cropped hazelnut
0,mixkit-a-blue-tractor-working-on-the-fields-9823.mp4,A blue tractor working on the fields
0,mixkit-agricultural-tractor-in-the-field-9807.mp4,Agricultural tractor in the field
0,mixkit-people-harvesting-in-the-crop-field-9797.mp4,People harvesting in the crop field
0,mixkit-food-preparation-in-stop-motion-9637.mp4,Food preparation in stop motion
0,mixkit-chef-cutting-a-green-pepper-9566.mp4,Chef cutting a green pepper
0,mixkit-flatfishes-on-a-cook-board-9565.mp4,Flatfishes on a cook board
0,mixkit-presentation-of-pomegranates-on-black-background-9564.mp4,Presentation of pomegranates on black background
0,mixkit-yellow-lemon-falling-in-water-9562.mp4,Yellow lemon falling in water
0,mixkit-radishes-falling-into-water-9561.mp4,Radishes falling into water
0,mixkit-strawberries-in-a-plate-on-white-background-9559.mp4,Strawberries in a plate on white background
0,mixkit-vegetables-for-seasoning-9556.mp4,Vegetables for seasoning
0,mixkit-watermelon-spinning-9555.mp4,Watermelon spinning
0,mixkit-slice-of-salmon-9553.mp4,Slice of salmon
0,mixkit-preparing-an-omelet-in-slow-motion-close-up-9551.mp4,"Preparing an omelet in slow motion, close up"
0,mixkit-ripe-avocados-9548.mp4,Ripe avocados
0,mixkit-gelatin-decorated-with-kiwi-9547.mp4,Gelatin decorated with kiwi
0,mixkit-wet-red-pepper-texture-9546.mp4,Wet red pepper texture
0,mixkit-peppers-in-detail-9545.mp4,Peppers in detail
0,mixkit-lettuce-leaves-entering-the-shot-9544.mp4,Lettuce leaves entering the shot
0,mixkit-raspberries-in-elegant-presentation-9543.mp4,Raspberries in elegant presentation
0,mixkit-hazelnuts-falling-into-the-shot-slow-motion-9541.mp4,"Hazelnuts falling into the shot, slow motion"
0,mixkit-coffee-beans-filling-a-sack-top-view-9529.mp4,"Coffee beans filling a sack, top view"
0,mixkit-coffee-beans-falling-into-a-sack-slow-motion-shot-9501.mp4,"Coffee beans falling into a sack, slow motion shot"
0,mixkit-mixing-eggs-in-a-bowl-9496.mp4,Mixing eggs in a bowl
0,mixkit-falling-carrot-slices-9493.mp4,Falling carrot slices
0,mixkit-variety-of-fruits-in-detail-9491.mp4,Variety of fruits in detail
0,mixkit-kiwi-halved-close-to-more-fruit-9488.mp4,Kiwi halved close to more fruit
0,mixkit-cooking-b%C3%A9chamel-sauce-slow-motion-9487.mp4,"Cooking béchamel sauce, slow motion"
0,mixkit-person-cutting-cubes-potatoes-9485.mp4,Person cutting cubes potatoes
0,mixkit-falling-cauliflowers-9460.mp4,Falling cauliflowers
0,mixkit-bunch-of-red-chili-peppers-9459.mp4,Bunch of red chili peppers
0,mixkit-strawberry-puree-in-the-blender-9458.mp4,Strawberry puree in the blender
0,mixkit-top-view-of-a-person-slicing-vegetables-9455.mp4,Top view of a person slicing vegetables
0,mixkit-slicing-carrot-on-a-board-9452.mp4,Slicing carrot on a board
0,mixkit-grinding-sweets-in-the-blender-top-view-9450.mp4,"Grinding sweets in the blender, top view"
0,mixkit-presentation-of-bananas-on-water-9449.mp4,Presentation of bananas on water
0,mixkit-person-cutting-bread-on-a-board-9423.mp4,Person cutting bread on a board
0,mixkit-presentation-of-plants-for-cooking-9416.mp4,Presentation of plants for cooking
0,mixkit-washing-tomatoes-slow-motion-9415.mp4,"Washing tomatoes, slow motion"
0,mixkit-bananas-and-oranges-on-white-surface-9412.mp4,Bananas and oranges on white surface
0,mixkit-pouring-milk-into-a-glass-with-ice-on-a-white-9411.mp4,Pouring milk into a glass with ice on a white background
0,mixkit-strawberries-falling-on-water-9398.mp4,Strawberries falling on water
0,mixkit-cracking-a-raw-egg-into-a-glass-bowl-9397.mp4,Cracking a raw egg into a glass bowl
0,mixkit-grating-cheese-9396.mp4,Grating cheese
0,mixkit-yellow-lemon-submerging-in-water-9395.mp4,Yellow lemon submerging in water
0,mixkit-hot-chicken-broth-9393.mp4,Hot chicken broth
0,mixkit-cooking-chicken-with-chilies-9392.mp4,Cooking chicken with chilies
0,mixkit-splitting-a-purple-onion-in-half-9382.mp4,Splitting a purple onion in half
0,mixkit-slicing-raw-potatoes-on-a-table-9381.mp4,Slicing raw potatoes on a table
0,mixkit-pumpkin-seed-falling-on-a-tablecloth-presentation-9380.mp4,"Pumpkin seed falling on a tablecloth, presentation"
0,mixkit-pineapple-spinning-on-a-white-background-9375.mp4,Pineapple spinning on a white background
0,mixkit-hanging-fish-drying-in-the-sun-9361.mp4,Hanging fish drying in the sun
0,mixkit-slicing-tomato-on-a-board-9360.mp4,Slicing tomato on a board
0,mixkit-sliced-and-whole-chilli-peppers-9359.mp4,Sliced and whole chilli peppers
0,mixkit-mix-of-vegetable-slices-9354.mp4,Mix of vegetable slices
0,mixkit-preparing-breakfast-with-eggs-and-milk-9349.mp4,Preparing breakfast with eggs and milk
0,mixkit-presentation-of-grapes-and-small-peaches-9348.mp4,Presentation of grapes and small peaches
0,mixkit-person-in-gloves-cutting-parsley-9346.mp4,Person in gloves cutting parsley
0,mixkit-texture-of-brazil-nuts-falling-on-a-tablecloth-9345.mp4,Texture of brazil nuts falling on a tablecloth
0,mixkit-wet-mint-bouquets-falling-9344.mp4,Wet mint bouquets falling
0,mixkit-grapes-texture-in-its-bunch-9333.mp4,Grapes texture in its bunch
0,mixkit-vegetables-falling-in-slow-motion-9331.mp4,Vegetables falling in slow motion
0,mixkit-presentation-of-avocados-9323.mp4,Presentation of avocados
0,mixkit-yellow-lemon-floating-in-water-9322.mp4,Yellow lemon floating in water
0,mixkit-apple-in-stop-motion-filling-with-bites-9319.mp4,Apple in stop motion filling with bites
0,mixkit-coffee-beans-on-a-sack-9303.mp4,Coffee beans on a sack
0,mixkit-strawberries-and-ice-in-the-blender-9297.mp4,Strawberries and ice in the blender
0,mixkit-blending-sliced-kiwi-top-shot-9285.mp4,"Blending sliced kiwi, top shot"
0,mixkit-avocado-cut-in-half-9272.mp4,Avocado cut in half
0,mixkit-various-wet-vegetables-9265.mp4,Various wet vegetables
0,mixkit-woman-watches-futuristic-tutorial-while-chopping-vegetables-8991.mp4,Woman watches futuristic tutorial while chopping vegetables
0,mixkit-woman-watches-futuristic-hologram-panel-in-kitchen-8990.mp4,Woman watches futuristic hologram panel in kitchen
0,mixkit-woman-prepares-dinner-while-video-chatting-on-laptop-8921.mp4,Woman prepares dinner while video chatting on laptop
0,mixkit-woman-washes-red-pepper-in-kitchen-sink-8896.mp4,Woman washes red pepper in kitchen sink
0,mixkit-timelapse-of-man-putting-groceries-in-fridge-8830.mp4,Timelapse of man putting groceries in fridge
0,mixkit-baby-blonde-girl-with-plushie-eating-a-snack-8455.mp4,Baby blonde girl with plushie eating a snack
0,mixkit-milk-poured-into-a-transparent-glass-8447.mp4,Milk poured into a transparent glass
0,mixkit-dog-catching-food-in-slow-motion-8418.mp4,Dog catching food in slow motion
0,mixkit-baby-having-breakfast-7747.mp4,Baby having breakfast
0,mixkit-man-eating-breakfast-toast-7665.mp4,Man eating breakfast toast
0,mixkit-a-woman-stirs-flour-in-the-kitchen-7399.mp4,A woman stirs flour in the kitchen
0,mixkit-cooking-meat-in-the-grill-close-up-7398.mp4,"Cooking meat in the grill, close up"
0,mixkit-raw-beef-steak-ready-for-the-grill-7395.mp4,Raw beef steak ready for the grill
0,mixkit-a-cluster-of-grapes-close-up-7102.mp4,A cluster of grapes close up
0,mixkit-grape-clusters-7042.mp4,Grape clusters
0,mixkit-pineapple-in-the-wild-6960.mp4,Pineapple in the wild
0,mixkit-closeup-of-meat-in-the-grill-6949.mp4,Closeup of meat in the grill
0,mixkit-meat-cooking-in-the-grill-6947.mp4,Meat cooking in the grill
0,mixkit-green-grapes-scene-6893.mp4,Green grapes scene
0,mixkit-men-slicing-meat-for-bbq-6862.mp4,Men Slicing Meat for BBQ
0,mixkit-bread-growing-inside-the-oven-6787.mp4,Bread growing inside the oven
0,mixkit-watermelon-being-cut-by-knife-6761.mp4,Watermelon being cut by knife
0,mixkit-poor-man-eating-while-begging-6480.mp4,Poor man eating while begging
0,mixkit-couple-having-a-healthy-lunch-6386.mp4,Couple having a healthy lunch
0,mixkit-woman-enjoying-a-coffee-6336.mp4,Woman enjoying a coffee
0,mixkit-chatting-during-a-lunch-break-6278.mp4,Chatting during a lunch break
0,mixkit-young-family-at-the-beach-6221.mp4,Young family at the beach
0,mixkit-mother-and-daughter-in-the-kitchen-6202.mp4,Mother and Daughter in the kitchen
0,mixkit-man-delivering-coffee-6201.mp4,Man delivering coffee
0,mixkit-father-and-son-enjoying-a-snack-6183.mp4,Father and son enjoying a snack
0,mixkit-playing-while-cooking-6146.mp4,Playing while cooking
0,mixkit-mother-and-son-sharing-pancakes-6068.mp4,Mother and son sharing pancakes
0,mixkit-grocery-workers-stocking-shelves-6029.mp4,Grocery workers stocking shelves
0,mixkit-grocery-store-worker-carrying-food-5983.mp4,Grocery store worker carrying food
0,mixkit-grocery-store-food-5982.mp4,Grocery store food
0,mixkit-girl-helps-mom-chop-vegetables-in-kitchen-5782.mp4,Girl helps mom chop vegetables in kitchen
0,mixkit-chef-preparing-yogurt-top-shot-5694.mp4,"Chef preparing yogurt, top shot"
0,mixkit-coronavirus-pandemic-volunteer-packing-food-5626.mp4,Coronavirus pandemic volunteer packing food
0,mixkit-timelapse-of-chef-preparing-healthy-diet-foods-5625.mp4,Timelapse of chef preparing healthy diet foods
0,mixkit-coronavirus-pandemic-grocery-delivery-closeup-5622.mp4,Coronavirus pandemic grocery delivery closeup
0,mixkit-healthy-diet-fruits-and-vegetables-surround-drinks-5620.mp4,Healthy diet fruits and vegetables surround drinks
0,mixkit-healthy-diet-breakfast-idea-with-granola-yogurt-5619.mp4,Healthy diet breakfast idea with granola yogurt
0,mixkit-healthy-diet-breakfast-food-prep-top-view-5617.mp4,Healthy diet breakfast food prep top view
0,mixkit-coronavirus-quaratine-grocery-delivery-man-packs-food-5615.mp4,Coronavirus quaratine grocery delivery man packs food
0,mixkit-man-on-diet-washing-vegetables-in-sink-5614.mp4,Man on diet washing vegetables in sink
0,mixkit-preparing-ground-coffee-in-mocca-closeup-5566.mp4,Preparing ground coffee in mocca closeup
0,mixkit-organic-diet-fresh-fruit-smoothies-panning-closeup-5548.mp4,Organic diet fresh fruit smoothies panning closeup
0,mixkit-packing-groceries-in-ppe-for-coronavirus-safety-5547.mp4,Packing groceries in PPE for coronavirus safety
0,mixkit-delivering-goods-while-isolating-5546.mp4,Delivering goods while isolating
0,mixkit-person-in-coronavirus-quarantine-packs-food-into-box-5544.mp4,Person in Coronavirus quarantine packs food into box
0,mixkit-man-in-ppe-packs-food-during-coronavirus-pandemic-5541.mp4,Man in PPE packs food during coronavirus pandemic
0,mixkit-seasoned-steaks-5540.mp4,Seasoned steaks
0,mixkit-grocery-delivery-man-during-covid-19-pandemic-5422.mp4,Grocery delivery man during Covid-19 pandemic
0,mixkit-woman-with-face-mask-stretching-with-her-arms-in-a-5354.mp4,"Woman wearing a face mask, while stretching with her arms, viewed in detail, while the shot advances, showing the park out of focus behind."
0,mixkit-closed-beer-glass-bottles-on-a-white-background-5071.mp4,"Glass bottles of cold beers of different shapes, sizes, and colors together viewed close-up on a white background as you scoop them up."
0,mixkit-cold-beers-in-a-small-cooler-4935.mp4,Foamy beer is served in a glass in a cooler filled with ice surrounded by other glass bottles.
0,mixkit-beer-being-served-in-a-glass-4934.mp4,Serving beer in a tilted glass viewed in detail as the glass fills.
0,mixkit-beers-inside-a-large-ice-chest-4933.mp4,"Some beers in cans and in glass bottles in an ice chest, seen in detail, as the video goes from right to left, and a person takes a bottle."
0,mixkit-uncovering-a-glass-bottle-in-a-cooler-4932.mp4,Person slowly uncovering a glass beer bottle with a star cork in a cooler filled with more bottles.
0,mixkit-foamy-beer-spilling-from-a-glass-4931.mp4,Foamy beer is served in a glass in an ice chest surrounded by other glass bottles.
0,mixkit-cans-and-bottles-in-a-fridge-detail-view-4930.mp4,"Bottles and cans piled up in ice and water inside a cooler, while the shot goes from right to left, revealing every detail."
0,mixkit-beer-texture-full-of-bubbles-4927.mp4,"Detailed view of a container as it is filled with beer, with the gaseous and bubbly texture of the liquid, filling up quickly."
0,mixkit-beer-served-with-view-inside-the-glass-4926.mp4,Inside view of a glass with ice on the outside and around while being served foamy beer.
0,mixkit-green-glass-bottle-of-beer-detail-view-4924.mp4,"Detail view of the mouth of a covered green beer glass bottle, the liquid inside with some bubbles and with the background out of focus."
0,mixkit-cold-glass-bottles-on-white-background-4923.mp4,"Highly detailed view of glass bottles in a row, different colors and sizes, on a white background."
0,mixkit-craft-beer-bottles-4922.mp4,"Cold glass craft beer bottles of various colors and sizes, viewed in detail on a bright white background."
0,mixkit-beers-in-a-small-cooler-4921.mp4,"Beers in a small cooler, in glass bottles and can, during a hot and sunny day, detailed views."
0,mixkit-glass-bottles-of-beer-on-a-sunny-day-4920.mp4,"Glass beer bottles of different colors in detail, outdoors on a sunny day with blue sky in the background."
0,mixkit-hands-mixing-a-lettuce-salad-4873.mp4,"The hands of a person mixing a salad of lettuce with tomato, on a wooden table."
0,mixkit-six-glazed-donuts-close-up-view-44099.mp4,"Six chocolate, walnut, and sprinkles glazed donuts, arranged on a small rack, on a pink background, close up view."
0,mixkit-donuts-with-various-types-of-icing-in-a-close-up-44096.mp4,"Donuts with various types of icing, chocolate, walnut and colored sprinkles, in a close up shot, placed on a small rack, on a pink background."
0,mixkit-portrait-of-a-cheerful-woman-eating-a-donut-44089.mp4,"Portrait of a cheerful woman, running towards the camera, showing a donut and then biting it on a pink background."
0,mixkit-portrait-of-a-cheerful-woman-biting-a-donut-44087.mp4,"Portrait of a cheerful woman with colorful makeup, over a glazed donut with colored sprinkles, on a pink background."
0,mixkit-girl-playing-with-a-couple-of-glazed-donuts-44082.mp4,"Face of a young woman playing with a pair of glazed donuts, using them as glasses, smiling towards the lens, on a pink background."
0,mixkit-girl-playing-with-nutty-donuts-44081.mp4,"Young woman playing with a pair of walnut glazed donuts in front of the camera, smiling at the camera, on a pink background."
0,mixkit-girl-eating-and-chatting-with-another-person-44022.mp4,"Portrait of a young woman in a kimono, eating pizza while chatting with a man, sitting at a table outside."
0,mixkit-man-and-woman-eating-pizza-together-44016.mp4,"Man and woman eating pizza together, sitting at a table outdoors, surrounded by plants, while chatting at ease."
0,mixkit-couple-of-people-eating-pizza-together-44010.mp4,"Close view of a pizza in the center of a table, when the hands of a man and a woman take the last slices."
0,mixkit-lunch-between-a-man-and-a-woman-43998.mp4,"Lunch between young men and women, in an outdoor dining room among trees and flower boxes, while they chat at ease."
0,mixkit-person-taking-coffee-powder-from-a-small-sack-43956.mp4,"Close view of a small sack with coffee powder perched on a surface covered with many coffee beans, when a person takes the powder with a spoon."
0,mixkit-touching-and-playing-with-many-coffee-beans-43952.mp4,"Man touching and playing with many coffee beans on a surface, in a very close shot of his tattooed hands."
0,mixkit-texture-of-many-coffee-beans-43950.mp4,"Very close slow travel over a surface covered by abundant coffee beans, clearly revealing their textures."
0,mixkit-texture-of-hot-and-steaming-coffee-beans-43949.mp4,"Very close view of the texture of abundant hot and steaming coffee beans, slowly moving across the surface."
0,mixkit-abundant-coffee-beans-in-a-close-up-shot-43947.mp4,"Texture of a surface covered by abundant coffee beans, as they fall more and more, in a close shot that slowly travels across the surface."
0,mixkit-close-up-shot-of-a-cup-of-coffee-43942.mp4,"A cup with American coffee, perched on many coffee beans, in a very close view that slowly travels from above."
0,mixkit-demonstration-video-serving-coffee-in-a-cup-43937.mp4,"Demonstrative video of a person serving coffee in a cup decorated with dried orange and cinnamon, placed on a surface covered with coffee beans."
0,mixkit-face-of-a-man-blowing-and-then-drinking-coffee-43933.mp4,"Very close view of the face of a bearded man, blowing and drinking from a cup with coffee, on a brown background."
0,mixkit-woman-cutting-a-kiwi-into-slices-43930.mp4,"Very close shot of the hands of a young woman slicing a kiwi, on a wooden board with a large knife, for breakfast."
0,mixkit-preparing-a-slice-of-bread-with-avocado-and-vegetables-43922.mp4,"Woman preparing a slice of toast with avocado, cherry tomatoes and vegetables, in a close up shot of her hands."
0,mixkit-young-woman-washing-fruit-in-her-kitchen-43919.mp4,"Young woman washing assorted fruit in her kitchen such as mangoes, peaches and kiwis, rinsing them and putting them in a metal strainer."
0,mixkit-woman-cutting-a-slice-of-bread-for-breakfast-43916.mp4,"Woman cutting a slice of sliced bread, to toast it with olive oil in a pan on a stove for breakfast, in a close view of her hands."
